entry_ts,exit_ts,pnl_pct
2025-06-13 14:30:00+00:00,2025-06-13 15:00:00+00:00,0.6798485561394962
2025-06-18 09:30:00+00:00,2025-06-18 10:30:00+00:00,-1.0
2025-06-18 17:30:00+00:00,2025-06-18 18:00:00+00:00,0.21936459756771065
2025-06-18 19:00:00+00:00,2025-06-18 19:30:00+00:00,0.48848115796749747
2025-06-19 14:00:00+00:00,2025-06-19 16:30:00+00:00,-1.0
2025-06-22 20:30:00+00:00,2025-06-22 21:00:00+00:00,1.3967879135176864
2025-06-24 08:00:00+00:00,2025-06-24 08:30:00+00:00,0.33194288246631504
2025-06-24 11:00:00+00:00,2025-06-24 13:00:00+00:00,0.08775853995117461
2025-06-25 06:00:00+00:00,2025-06-25 06:30:00+00:00,0.4314332609796973
2025-06-25 04:00:00+00:00,2025-06-25 09:30:00+00:00,-1.0
2025-06-25 12:30:00+00:00,2025-06-25 13:00:00+00:00,0.3704071499503415
2025-06-25 14:30:00+00:00,2025-06-25 15:00:00+00:00,0.18613188038562803
2025-06-25 21:00:00+00:00,2025-06-25 22:30:00+00:00,-1.0
2025-06-27 01:00:00+00:00,2025-06-27 01:30:00+00:00,0.6772453305211559
2025-06-30 13:30:00+00:00,2025-06-30 14:30:00+00:00,-1.0
2025-07-02 13:00:00+00:00,2025-07-02 13:30:00+00:00,0.3250713793443009
